,review_cleaned_lemmatized,overall,sentiment
38,great item basic scientific calculation function somewhat high model product line meet need right great bargain less 13,5,1
24576,hellosince ready color slide pc process need simple elegant look dedicate scanner epson v600 rat high non amazon site within amazon reviewsexcellent need look great doesnt take lot space set within home network simple color ektachrome kodachrome fujicolor slide test ran practice run know color difference test slide difficult mix eclectic colorful motorcycle ocean scene wild paint car people one ocean sunset cloudsthis epson v600 scan one four tray transfer pc ease color reproduction clear concise epson finish scan set four simply put direct folder designate project take long since spare time scan want job leave awhile pick left slide scan onto spare 1tb external hard drive purchase amazon hooked network via usb drive large enough store ton stuff small enough put safe deposit boxepson make great product amazon delivers againupdate recently scan color slide 1967 1971 1973 take great 35mm camera fast lens image computer look back day actually set shot crystal clear true image ever see make sure blow dust particle may found way onto slide can not excite go slide convert computer epson quality read time somewhere well present thanks great product serviceupdate two use scanner month far 200 slide several thing popped know scanner turn sometimes epson scan screen come make sure set full auto mode want machine scan 4 individual slide film strip otherwise setting scan complete tray slide anything else full glass plate probably use photo program look random lint stuff get image clean slide somehow old slide still dust fleck random area beach shot fleck usual photo program repair tool take care fleck 40 year old slide look like take yesterday color image usually take much get near perfect color resolution yrmvupdate march 08 2013 time obsess fanatic epson v600 scanner one ektachrome color positive slide 60 1 minute 35 sec fill 4 slide holder scan full auto mode take 6 minute 33 sec enough time read article listen several song almost finish scan endless color positive slide age told keep two version color slide external hard drive one original scan mode dust fleck sun intrusion candle darkness weird angle etc keep feel moment photographer also make set dust imperfection correct photo like best make memory slide near perfect take lot room external hard drive version stay bothersome make two filesfolders set color slidesone tip scanner finish 4 slide make sure slide right side left right correct nothing bad sign license plate background reading backwards go slide show later,5,1
22535,besides obvious use also found work great make return address label thinnersmaller work perfect 3m make great product one good choice,5,1
39225,first printer canon like take almost 15 year try printer always hp far one change thought canonits wireless would like ethernet work great printing network home ipad android mac win 7 computer print scan across network whole page printing far good wish canon native android printing instead app,5,1
11678,sometimes real job try find perfect pen card youre make set thats issue plastic box sturdier appear make good storage case pen use,5,1
48549,happy dry erase board feel silver frame make look little nicer one plastic around feel durable marker writes well era easily come two magnet convenient attach magnet back stuck well fridge marker magnet stick thats quite secure others overall good magnetic dryerase board would recommend,5,1
51914,love thesenot work normal file folder three pocket inside work great separate handout student paper test key take class genius idea cut 34v34 top corner flip place inner edge paper welcome addition well tip folder watch horror everything tumble,5,1
17111,take chance order pleased result heavy duty use number different project warn try fully seal anything thats substantially acid old newspaper clipping even photograph leave least bit breathing room one end one side document gas age cook unless youre want archival storage seal heart contentnow really good part dont laminate device least large enough one figure good chance could seal foodsaver indeed nice job seal open edge fully take care line heat strip youve get full seal along edge presumably would work similar device sealameal make sure wide enough accommodate pouch long side without problem yes theoretically item could move around slightly without full seal way around document item unless thats critical full edge seal work finemy first project set instruction sheet routine task volunteer operation anyone step function first time could get speed quickly old one fairly decent sheet protector much low thickness quite transparent pouch bit year show sign significant wear even though still intact far pouch hold perfectly least partly theyre much thicker ie heavier weight standard sheet protectorsso really require four edge seal everything around seal document great product even without expensive laminator long borrow food storage bag seal device like foodsaver,5,1
51243,thought little pen cup go light weight probably tip fill pen weight little bottom even fill pen stay upright good deal stylish cool look hold right number pen desk set,5,1
39864,nowadays doesnt use postits 100 good couldnt use 900 thing honestly find use daily huge fruit decorate cube green red orange 300 sheet mean rest easy worried run anytime sooni wish mention one thing run recently reason adhesive postit played nice veneer computer table hot summer southern california heat seem activate chemical reaction adhesive table top end result one nasty spot literally eat right finish would imagine occur metal wood depend veneer may wish try one first inconspicuous placeother take finish right desktop nothing bad say postits left wonder long 900 postits last anyway willing stick around find,5,1
18691,good envelope want label storage box bin stick well regular paper well less smooth plastic material surface,5,1
1285,cinch put together know 34part f34 long tube dont look start screw long tube together step one rest figure go instruction arent great wind decent cartnot meant lean feel little tippy nothing interfere normal function two lock break two wheel might want note decide wheel go,5,1
50233,great product slap mine filing cabinet next desk could put timelyurgent document place easily visible grabable magnet brillianti tend keep way many file folder desk im always dig find storage pouch help challenge least little easy handle,5,1
6813,far tell tape dispenser identical scotch packaging tape mean great product dispenser easy use tape thick strong im sure whats ez start like,5,1
51123,storage box come handy even store legal document exception nice handle cutout easy shift full dont anticipate problem heavy bulky item price right recommend,5,1
51701,34solid34 word use describe something life expectation disappoint waythese box come fold flat secure plastic band package way take least volume use simply cut band unfold tape seal bottom flap make box rigid ready usei feel guilty write simple review really thats look cardboard box move storage brand fit bill,5,1
35806,thing right phone substantial size pretty color great phone message need take search around scratch paperthese different regular postit note bright colorful large stack wont run fastvery nice product,5,1
8943,good amount good price need stick together two layer leather belt like separate surprised couldnt find rubber cement local cv good able order online,5,1
33646,lightweight wireless laser pointer remote bright red light shine long way accord package laser shine 655 foot remote work 26 foot three button laser onoff must hold button keep laser page page button presentation work application include power point try yet software require device arrives battery one aaa appreciatei havent use presentation yet laser pointer work well shine brightly lightweight nice,5,1
5395,im big guy ive foot rest arent strong dont last long desk problem one 3m footrest solidly built part suppose move move smoothly almost elegantly know bit exaggeration still smooth grippy tape surface great touchive already use pretty hard couldnt break im guess work well anyone,5,1
616,far problem label use envelope invitation thank yous like avery product always find exact template product free website label print well smudge feed printer without problem seem stick well want quality product always get avery,5,1
22452,try last week make address label work perfectly microsoft software use avery compatible number make individual label rowcolumn selector trouble strong stick wont remove easily make great shipping,5,1
52312,one people simply love idea use shredder perhaps read many story people steal others find information trash shredder perfect solution thrill ask review product honest reviewupon receive shredder could tell immediately well make cheap anyway sturdy well built take lot room certainly big enough great job come little information booklet read instruction quick easy get ready shredi found bunch paperwork want get rid do wink eye work great easy use fastnow feature never another shredder cddvd port shred wow cant tell many stomp dvdscds threw really interested try feature use dvd cd time little apprehensive piece might fly back didnt quick shred piece neatly container inside shredder wow im impressed great product love machine highly recommend others,5,1
22416,everything ive say review 3ms permanent adhesive address labelsalso applies product easy peel label good adhesive largeenough write dont feel like use computer workvery well inkjet printer standard template 250 label total perpackage well south ten buck quality meet exceeds avery othersimilar brand nothing dislike need label sizebuy,5,1
9414,tray slide backstop prevent tray slide far back tray capacious whole shebang easy assemble surprisingly attractive like price,5,1
40747,love canon printer several printer year werent canon wont buy another printer unless iscanon,5,1
227,purchase little machine 10 year ago really need one quick label cheap since didnt think would use long term would try buy several replacement tape time positive would able get 6 month well least 10 year machine work well new label still available need one would hesitate spending ask one trick ive learn run front tape gently across thumb dull knife flip label bit pressure run tape paper side like curl ribbon much pressure work like magic stiff smooth straight edge need one highly recommend one go 25 tape cutter still work like suppose im sure many label get refill seem last forever popped last one machine replace stock buy 2 time seem available look brother next time need machine make longer angry 6 month old typewriter couldnt get ribbon 30 year ago lol,5,1
31483,3 set ink cartridge set seal plastic wrap individual cartridge wrap plastic canon ip4200 printer work great dont see difference print quality compare canon oem cartridge word wise ink cartridge handle care advises dont touch chip contact handle hard plastic edge dont squeeze large flat side price would spend one cli8 oem cartridge get 3 whole set hard beat one note one cartridge didnt work first instal remove inspection notice chip wasnt fully seat cartridge use small flat screwdriver seat chip work fine reinstall print lot cant go wrong shelf life date 2015 much use printer history,5,1
2166,work great index note threering binder brown strip lefthand side keep hole tear ive found avery product last year,5,1
8534,eightyearold daughter like trace pattern illustration onto paper color paint use watercolor paper trace paper isnt really helpful cant transfer image trace onto another paper good oldfashioned carbon paper come play remember use time kid try look local office supply store could find could find chain retail store luckily found amazon reasonable price may ten sheet per pack carbon sheet reusable stand multiple use daughter happy trace favorite drawing pattern use carbon sheet color paint,5,1
12220,purchase printer rather buy cartridge dell printer jambed time expensive cartridge half cost new printer cartridge stuck buying inflate cartridge dell,5,1
21560,sell amazon know purchase shipping usps build option print left right side page well label perfect option easily print 2 label per page peal stick package minimal curl paper sticker removal thick enough hold well,5,1
21133,like combo pack ink buying individually price well always trick need,5,1
33747,need hang file folder home office one previousyl use bit flimsy need replaceed smead brand hang folder much sturdier hold good amount file also great easyslide tab make organize file whole lot easy end replace hang folder buying bunch work office,5,1
49592,whats like elegant sexy pen league standard rollerball 7mm nib perfect write refill readily availablei pilot pen general price range happy wife bit pen snob good way love line pilot pen snakeskin accent give add dash panoche without look cheesy rollerball feel solid sturdy hand writes well rare skip paper write surface bit think mr animal rollerball pen would make great gift special someone appreciates fine write instrument anyone actually enjoys act write magnetically seal display case classy touch well kort,5,1
2365,use avery economy clear sheet protector several year good work need especially price paid amazon great,5,1
31311,dont know file folder arent make like different color big help find right folder desk absolutely enormous tab allow write clear descriptive label heavy stock stand repeat use excellent addition officemy complaint surely possible make high 10 recycle content day age there much excuse make thing like virgin pulp,5,1
3221,whats well perfectly sharpen pencil dozen perfectly sharpen pencil dozen perfectly sharpen color pencil perfection come spent last year sharpen mine hand held freebie one fire rescue awareness program surprised sad chewed already dull point every pencil stuck happy contrast sleek lovely new xacto school pro heavyduty electric sharpener,5,1
10478,amaze color pencil feel like color pencil ive try really feel like paint pencil form go smoothly create deep vivid look quality feel pencil tooa nice feel hold sharpen well try painting water brush drawn amazedit make whole new work art artist see use huge amount school project kid might convince draw come lot color like color label pencil number guess match kind art code color thing didnt like come plastic wrap toss dry magic marker put pencil casea worthy use case wish case however low price worth get pencil,5,1
10946,bought use lap board eraser much well eraser come styrofoam kind fiber material bottom one left ghost residue certain color like blue red also left lot dust behind 3m eraser like sponge really seem suck dry erase marker ink rather spread either side white board look pristine use try water method use permanent marker white board,5,1
52142,second large format prosumer photo printer addition printer additionally canon pro10 canon mg5200how printer compare budget friendly 5200 much expensive pro10 well actuallythe 8720 print high resolution pro10 9600dpi v 4800dpi though us few ink tank 6 v 10 regular dye ink compare pigmentbased ink pro10 difference translate print quality color fidelity excellent 8720 pro10 edge one would expect pro10 really shine printing black white pigment ink stable time thing analog last small sliver improvement cost large amount try print high quality picture dont need almostprofessional quality result 8720 really excellent choiceother detail printersetup setup simple though include instruction arent intuitive canon think hope large instruction number small subset number awkward follow along really minor complaint completely wireless setprint detail printer print a3 paper 1334 x 1934 picture largespeed 145 ppm translates roughly 4 page per minute report 36 second print 4x6 accurate well get 37s one test myselffeatures handsome design black case fairly mute top printer nice 34diamond plate steel34 texture print cd wireless connectivity mention earlier set printer way use way since work well canon software suite usual creative photo edit software include use canon ink access additional design onlineand thats isnt allinone jackofalltrades printer high quality photocentric large format printer expensive well perform option yes great printer half cost get close standard great value highly recommend,5,1
12286,purple favorite color treat purple pen write smoothly comfortable course importantly purple,5,1
31531,divider strong make plasticlike material certainly wear well tear write tab ink dry able erase reuse particular set colorful design reminiscent 70 flower power review binder custom make divider quality product well recommend,5,1
1845,use item daily work perfectly doesnt slide around drawer bucket easy enough get item would purchase item need arose,5,1
16163,theyre like famous pink pearl one dont leave sort color streak behind youve erase something pink one know,5,1
15475,purchase pen ballpoint gel purchase daughter young adult like enter meeting project note color importance distinction present gift excite say love look store color choice great write thank note card etc enjoy,5,1
33292,cordless phone must folk diminish hearing compatible hearing aid phone adjustable volume control hearing speak level along 34boost34 feature additional amplification button large number dial hear number spoken well help eliminate misdials ringer heard several room away wall desk mount dad pretty resistant come bring new technology house satisfied hard believe would helpful anyone usual feature menu use depend interest skill user slight area confusion might 34talk34 button turn phone person accustom separate 34off34 button might take little reorientation would definitely recommend,5,1
14239,get marker gift certificate friend love much get set color selection complete include stand make keep together organize breeze easy use blending cinch thing could complain cap color really representative marker color case solve make chart swipe marker piece cardstock mark number next get great watercolor effect without mess paint watercolor pencil water,5,1
2566,wilson jones hit ballpark viewtab transparent divider sell package 5 set 8tabbed divider breeze assemble need quickly use online template create sheet tab name print thereby allow view tab rear sheet without actually write printing stick adhesive label physical divider weakness unless reverse page create front binder identification tab require additional step figure curve tab comfortable angular tab really love able also clear view first page beneath divider open door creativity design page im certain hold well also impressed affordability purchase package 5 also really like color,5,1
30659,connect printer week ago think glitch go occur want pop write review im please say far pleased installation remarkable easy control panel ingenious slant moveable read whatever angle printer place accepts different type paperthe print quality great text graphic label photo operates quietly function think havent access yet change ink cartridge dont know cost far nothing praise u,5,1
23370,handy little pocket stick anything intent able protect disc attach folder notebook many option first thought would great scrapbooking hold item dont want permanently attach fragile photo small 3d object could use pocket hold thing calendar organizer would like remove ticket special note etc also great organizer small object slip paper could see pocket might eventually wear time especially daily use,5,1
43294,epson workforce wf2530 wireless allinone color inkjet printer copier scanner adf fax print tabletsmartphone airprint compatible title doesnt tell need know let add great little wireless printer thing easy set even technology challenged love printer much fax well use time husband even learn since easy copy clear bright scan quick price unbelievable machine epson,5,1
36437,use one year broke happy find replacement great tap box shipping move buy bulk roll clear tape office depot replace tape holder whenever run much well cheaper pay red plastic dispenser tear strip every time buy roll tape,5,1
5020,best tape multitude us strong doesnt shred tear like inferior tape therethe roll large use without tape dispenser obviously dispenser handy 3m couple tape fit 3m h122 dispenser 3 core box seal tape compact quick load gray or3m scotch gray box seal tape dispenser h180use foraffixing mail labelssealing shipping boxesfixing torn map still use themmaking business card luggage tagsmending broken garage door windowroll inside quickie lint removerand,5,1
38236,wash kitchen sink several time keep stick color inkjet hold wellthey nice texture use label product beverage jar glassinexpensive consider long last easy applyi happy avery software template,5,1
51779,banker box make sturdy cardboard easy fold follow standard fold pattern recall brand year built handle side stack well,5,1
15282,love mouse pad use laptop mainly glass topped coffee table pad really tacky bottom make pad slip table like able move pad around easily mouse pad top pad grainy texture perfect optical mouse wrist rest great soft hard aligns wrist perfectly mouse usable pad space may seem bit small surface space take wrist rest cute design also recommend keyboard wrist rest go,5,1
39523,would recommend anyone really like way work well much ease,5,1
5608,great product,5,1
47137,please aware budgetlevel inkjet printer nothing fancy basic feature want powerful printer apparently mistakenly think please look elsewhere prepared spend quite bit money frustrate read complaint reviewer reason dont research item prior purchase read product detailsnow thats clear upi absolutely love printer own canon previously make decision switch back epson im glad also knew exactly want inexpensive printer light householdpersonal use wireless could also copyscan rarely print photo printer photo quality decide factorpros1 printer extremely lightweight wow around 9 pounds2 four ink cartridge typical black cyan magenta yellow many list ink pricing con often print price ink mean little oem cartridge run 13 black 8 color capacity t200 ink 14050 page t200x spend little ink cost per page end tad less regardless ink price turn research buying printer3 extremely easy set provide read direction there quickstart sheet thats insanely easy follow follow dont think know epson4 print quality text amaze issue basic graphic fine havent print photo yet im huge fan inkjetprinted photo anyway thats walgreens for5 set without usb cable provide wireless network please make sure follow direction tad irritated process typed password incorrectly silly me6 epson best least opinion wireless printing option available newer printer even budget one rare apparently assign email address use epson connect service free software apps android iphone tablet send item want print printer email next time turn printer item automatically print youre town item held 72 hour 3 day even print cloud storage service like dropbox absolutely love feature especially printer cost 1007 intuitive 25 color panel let adjust setting set wifi scanprintcopy8 sd card reader many label con sd card doesnt sd adaptor micro card etc okay dont use theyre cheap9 multiple papertypes accepted though know width 85 max include ironon frequently print cardstock good thingcons well maybe some1 usb readerinput huge deal may others2 rear feed tray work others may like tray option3 go ink quickly tank small use printer infrequently huge deal think tank price okay see above4 document feeder multiple page copying scan however remember say budget printer want fancy addons need spend get office quality printer let honest eh overall opinion im quickly become epson fan require basic feature xp410 delivers honestly know epson connect feature purchase printer pleasant bonus epson honestly need include budgetlevel printer im glad didsofor average home use require basic ability print copy scan printer fit bill want print highquality photo 200page book 10 minute frameworthy photo may want look elsewherenote printer automatically ask align print head like many upperend printer recommend either printer menu computer softwaremaintenance,5,1
34212,id like dedicate review uncle sadly move apartment 40 year assist living fell upon cleanup move discover much surprise early adopter huge fan velcro sticky mount thing clever device type usually bed bath beyond kindso know would thrill scotch multi purpose fastener even though product like available various form many manufacturer 12 adhesivebacked velcro dot multipurpose 2x strong plastic surface 4 dot hold pound weight set 16 dot youre good 4 pound unlike scotch product reviewer test little thing useful immediately wide variety application wrap one around pencil place side clipboard refrigerator wall simple solution evade whenever could use itthe adhesive definitely strong remove dot package plastic sheet faint heart weak finger really cling well narrow circumference pencil doubt even well carpenter pencilwithout try enumerate potential us dot suffices say multitudinous handystuff tool drawer without package two,5,1
15522,im sucker office product im especially partial avery label seem constantly try improve performance ease usei offer opportunity use review easy peel inkjet return label jumped im treasurer homeowner association like address label reflect community label allow create design print easily whenever need use mac use averys design print online feature create labelsive use awhile far trouble free never problem printing hp photosmart c3180 allinone 6 yr old really peel easily backing size perfect big enough hold four easilyreadable linesill purchasing sure,5,1
24092,product help organization coupon alphabetically place label envelope ie paper product toiletry laundry vitamin dairy etc within organizer coupon file soon cut ready use organizer little large woman large wallet therefore cumbersome take store sits nicely cart pull coupon place front organizer ready checkoutmy old format work always seem uncut coupon kitchen counter pocketful coupon want dig storethe product construct heavy paper product study enough use instead use envelope easily write divider tab recommend product assist organization,5,1
46232,price cant ask well deal way print office great deal purchasing,5,1
43223,ampad versa crossover notebook thoughtfully design versatile hence name multipurpose notebook include three subject divider place anywhere book plus large assortment flag rule postit type notesthe page rule wide margin page well divider remove easily book unwanted page discard easily new one insert page contain space date top may use journal diary page refill availablethe book also back page open two divide storage space page measure 5 inch wide 8 inch heightall well design useful product recommend,5,1
24278,file use rarely opensided folder traditional allcardboard expansion folder fine however file frequently access luxury able pull easily stay intact rather need frequent replacement well worth premium price easygrip expansion foldersthe front back edge tacky material make folder easy grab isnt tacky get stuck drawer edge reinforce sturdy materialthe use word redrope somewhat thoughtless red rope folder people enclose folder tie red rope purchaser expect would disappointed,5,1
28277,dispenser provide convenient way take postit note onthego easy use postit note pop without get stuck,5,1
17104,pretty great thickness seem right problem run fellowes laminator finish make color sharp add subtle contrast bubble send get 14 margin could trim want obvious con product,5,1
10343,every teacher need set pen planning grade add nice color work dont bleed paper,5,1
19269,envelope good price great quality worth buying bulk one buy,5,1
15660,laminate lot item church bulletin board way save item use next year scotch thermal pouch 89x114 inch fit thermal laminate machine perfectly,5,1
40556,allinone printer bad reputation stem 510 year ago own eventually threw thanks hp however epson renew interest first foray type device amazingly epson provide legendary performance type machine printer dedicate photo printing own fewthe unit large something simply comprehend look product image sure room product work area andor really need size amazingly product work fantastic right box wireless setup typical yet easy sure basic understand setup wireless device get someone help absolutely understand process also ethernet capable easy method setup wireless functionality via usb cable include people familiar wireless configuration need cable printer setup driver could take bit longer especially firmware upgrade prepared spend 30 minute first setup device window 7 easily connect device operational even automatically find load driver large house lot wall two floor connectivity issue printing one corner ground floor wireless router locate side house second flooras photographer different printing need never rely enduser photo printing printer simply can not compare print lab epson dedicate photo printer asepson stylus photo r2000 wireless wideformat color inkjet printer c11cb35201 however basic printing need printer perform well test text crisp clear complex graphic vibrant appear color match normal light condition complex photograph ok eye however black white image acceptable appear muddy flat business need clearly would serve well however know hypercritical complex needsscanning fast even 11x14 scan photograph impressive scan document perfect crisp network scan sometimes pain setup prepared understand home network configuration software good job interface however scanner design easily accommodate large textbook nice copier unit incredible prove useful household child school fact kid school unit like wonder ever without iti use fax feature probably never use efax wait google voice integrate faxsummation great product small business mid large business workgroup set probably want go laser fantastic product home child school fact household child grateful bought,5,1
35160,give pen grandson love love various color make want write thats good thing,5,1
16776,good ink last long easy instal best get name brand dont judge,5,1
3696,many many book pack away tape perfect pack tape strong right width held big box full book together one strip top one bottom normally use clear plastic tape ordinarily heavy material would tape bottom multiple strip tape also whenever cut piece edge stayed neat trim filament string hang,5,1
3336,well make reinforce bottom get box 1 capacity use high capacity hang folder year im mostly use replace pendaflex high capacity folder 25 year old make filing retrieval document much easy use overstuffed regular folder,5,1
3584,first mask tape use didnt come hard go remove come easily quickly cleanly one smooth tug didnt even tear also use drywall vinyl coat previously paint use tape always take paint remove left paint tact wall suppose also try work desk suppose 100 real maple wood go remove scotch tape take wood color like sort thin paper yet look felt like real wood happen didnt know wasnt well use paint door different color middle section cover scotch tape ruin come clean didnt take finish like scotch tape love use time,5,1
16468,really like stapler first thing like stapler heavy heavier stapler easy job stapler heavy isnt hard use stapler easy load hasnt fail point thing say stapler adult large space staple 20 page plenty room little finger great tool,5,1
32830,laminator produce good professional result costeffective small footprint easy storageits near idiot proof ive use business presentation happy result occasionally ive load paper slight angle cause fold lamination thats say nearly idiot proof lol,5,1
50080,like little note pad ive get stuck side fridge darn stainless steel fridge front get section 34to do34 34to remember34 34to buy34 section smooth perforate tear part sheet problem top part want like keep short grocery list list place page tear neatly top there nice little elastic strap across bottom keep bottom page curl also make easy slip purse way door without ruffle page mean slide top sheet elastic band tear difficult get little guy free amazon vine program try id willing buy use page,5,1
42131,capable shredder handle thick paper cd credit card shredder easy empty reverse function handle jam also lock key prevent child play roller wheel easy move around large end may ideal home office small,5,1
4859,tape wonderful strong yet easily torn hand tear one direction perpendicular length one would expect need scissors sharpedged dispenser want tear length seal package large envelope mail yet strong try break stretch lengthwise well along width hard could would break also try tear lengthwise would tear direction despite ease tear across length pull roll job keep package large envelope seal transit finally easy find end stuck roll pull fingernail folk 3m do highly recommend,5,1
38281,im full time teacher small art business sell painting cross greet card etc since dont much time invest business booth art show twice year latter cost effective invest custom bag label therefore saw avery permanent square label order immediately 2x2 square label include logo business information professional economical manner bag behind painting greet card package else want even create qr code tool provide cant wait use upcoming show november,5,1
933,ever since little kid love scotch glossy tape brand variety tape buy little unfortunate market gift wrap tape ideal gift wrap literally disappears also perfect task require tape surface glossyness tape stick still prefer glossyness dullness get use regular tape also find stuff stickier easy work long piece regular scotch matte tape note amazon probably isnt best bet buying stuff often see cheaper local store,5,1
21550,super convenient quantity shipping much easy printing cut label tap package every time,5,1
45946,use old canon mx860 allinone still work fine convince buy another replace old dead hp printer money competitor connectivity via wire wireless network usb great dvdcd printing ability copy medium scanner great paper capacity two tray allow different paper stay load one thing miss old canon lack backfeed capability quick printing envelope paper format,5,1
33029,bic student choice pencil classic wood case smooth write 2 lead smudge era easily one bic pencil 2 12 wood case pencil 09mm lead allows less breakage09mm lead less breakage1 pencil 2 12 wood case pencilssmooth write 2 lead doesnt smudge era easilyclassic wood case design,5,1
41799,great starter kit love neutral color extra write space tab make label much easy,5,1
49410,one best printer ever easy wifi setup trouble free performance printerthe model rat high consumer report life rating,5,1
51601,lot air driven tool own high end body shop 20 year professional woodworking well place tyvek side house order replace side picked home depot stapler typical squeeze handle type disaster ladder reach try squeeze apply pressure plywood didnt trick use hammer afterwards drive staple also popular bostitch pc2k power slam hammer tacker 14inch 38inch manual construction stapler ideally suit purpose sprung lot money bought one insteadso arrow fastener pt50 fit nice place air driven adjust pressure use suit type material staple driven also powerful especially pressure regulator compressorseparator set 100 psi use well cure solid red oak kind pressure sunk way oak staple flat across top actually countersunk even plane top wood surface course adjust pressure low softer wood quite well operating range 60 100 psiwhen load staple sure follow direction turn tool upside load easily right side make appear load properly really arenti thought kind breakthrough technology include oil squeeze bulb come head mount upside oh boy finally air tool longer wind leak oil container one even bad others yes funnel tip insert upside remove reinsert right side still snip tip oil come instead well bad way seal end spout snip forget put back case could try use small screw seal sure fire method eitherwith stapler draw look like lot air pressure like manual say 60 100 psi millisecond use even small portable drive thing long draw tool like grinder sander run kind pressure would need much large onea point worth mention contrary read review retail packaging model come staple standard t50 model readily available online amazon even local home depot need pinch course amazon two day pinch cant believe sometimes get package next day way go amazonanother point staple see lot review state use stapler upholstery work upholstery stapler upholstery staple professional upholstery shop c shape like portercable us58 14inch 58inch 22gauge ccrown upholstery stapler us t50 flat top staple sensitive deep penetrate c type possible get snug fit use upholstery different animal every time someone sits chair example tug fabricmaterial pull staple sure lot people use adequately purpose get ideal combination purposethis arrow staple gun come preinstalled air fitting standard construction industry style fitting use automotiveindustrial style fitting anymore continually replace fitting new woodworking equipmentso look general purpose air driven stapler take wide range staple size 1434 way 91634 couldnt recommend stapler enough misfire even one time use pow 100 psi set tool kick serious butt highly recommend,5,1
41166,really pleasantly surprised impressed quality chair feel sturdy heavy side look solid chrome leg feel strong like fact plastic ball glide protect floor small child tend active chair look comfortable granddaughter 2 12 year old theyre good size another reviewer point there room grow also like fact chair stackable since people go use whole set time time unless day care center really come handy small childrens birthday party play datesthe chair come four different color think company offer set either one color rainbow color make play area colorful fun look overall good product sure last long time,5,1
9880,wont get use much far really nice around make cart heavier stuff much easy carry light built well fold flat store wall way,5,1
4238,work always dilemma 4060 page stack paper big regular stapler small industral stapler staple would jam back staple smoothly right stack paper 250 page felt reasonable price swingline high capacity im go buy second house,5,1
52684,label large clear area write printing paper quality adhesive peel easily sheet adhere well label lay flat paper rather come corner come sheet printerfriendly easy print professional look also write hand even cut large size need,5,1
32478,1 monitor stand isnt big thing world one deserves positive press price right sturdy use epson artisan 725 printer size good obviously youll check dimension see go work need look nice clean simple design negative bottom slide tray youll get somewhat difficult explain doesnt stop gap mechanism inhibit come way out2 bottomline cant go wrong product youre picky item,5,1
16823,canon pixma printer us cartridge buy single pack purchasing three pack save dollar end use themeasy install provide canon approve ink interface know come box printer exact thing suppose dont like color printer buying cartridge wont change factworth price know put canon approve part ink printer,5,1
24653,printer anymore love ink never buy brand name printer reject money reason always bought lexmark,5,1
2752,five star quadrillegraph rule filler paper good quality easy see gridlines appropriately size hole play 34old school34 rpg require lot mapping scale draw paper perfect needshighly recommendedcfh,5,1
42206,ok mouse pad mouse mouse pad right yes buuuuut pinnacle mouse pad technology thing good smooth black surface track mouse laser perfectly plush wrist pad right size right place best smooth surface back grippy almost sticky doesnt slip slide aggressively use mouse sure anybody would though price right 11 much worth extra 5 6 would spend v generic low end mouse pad long last comfort make night game much much easy,5,1
47345,joke aside useful product protect card passport construction quality seem quite good 8211 seam wellglued material sturdy try tear one credit card holder hand could tough materialthe holder size well problem get passport holder problem credit card similar card ecard need transit parking slip holder easily there8217s small cutout top make easy pull card outzero problem helpful item travelingsample provide review,5,1
16055,cant speak long term durability significantly cheaper workrite tray purchase previously theyre one piece mouse pad part doesnt break get loose pad ergonomic wrist pad much comfortable tray ive use slider much lighter easy install others weve use definitely beat try line 4 bracket perfectly cost cheap office max tray much easy install type tray proven much durable u long run also come nice adhesive strip clip keyboard mouse cord stay organize,5,1
26459,say tape great scout school project kid end year project work instead glue found tape awesome project didnt leave lump glue didnt wait thing dry im also scout leader use tape instead normal glue scrapbook awesome totally worth cost future,5,1
33026,taught math many year write rough draft worksheet test etc pencil key pencil try get student use pencil try every make model pencil havent student resist use mechanical pencil long time lead broke easily get tire sharpen pencil wore especially disliked student interrupt class could sharpen pencil mechanical pencil finally battle come challenge find one didnt break easily snd really important erase cleanly didnt give many scantron test usually grade hand easy catch error erase cleanly change answer machine bic student choice mechanical pencil claim recommend maker scantron try pencil first checked easily lead would break write advanced lead 2 click 18 write smoothly break fairly firm pressure write notebook paper bit slick try eraser write slick paper erase cleanly erase well notebook paper texture scantron closer notebook paper long student make effort erase pencil result error machine score every teacher hand grade scantrons like state test sat act test like hand grade important student make sure erasure clean pencil blame happenthe line drawn pencil similar 2 pencil freshly make point draft pencil want fine line wont make experience dont want fine line student lead break easily color dark enough even old teacher like able read easily 2 spare lead pencilbic manages address concern mechanical pencil writes smoothly lead doesnt break easily dark enough era cleanly cant say brand,5,1
10251,obviously wasnt pay attention description thought wider tape pack move box tape work well move box currently live rural town item like limited package 6 roll tape cheaper purchase individually town plus roll big prefer scotch pack tape brand scotch always seem hold well,5,1
32764,bic great name pendom finally design pen lady thin easy carry tiny purse discreet pastel color wont harm girly eye like bold pen ouch crazy sharpie manly flourescent colorsnowif bic make pen men would like well size matter would probably thicker longer big manhands hmmbicbicbicwhat could call easily come many look pen need call bic,5,1
18142,good quality solid construction really like design comfortable arm support soft almost cushiony love mesh backing allow airflow love slimmer many office chair generous size still doesnt use floor spaceit easy assemble within ten minute chair rollingfeatures large roller nicefully adjustableseat heightarm heightlayback tensionnice firm seatopen mesh backing air circulation around back nicegreat back supportgood look,5,1
